type,properties/@id,properties/created_by,properties/name,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/natural,properties/amenity,properties/cuisine,properties/phone,properties/website,properties/wheelchair,properties/historic,properties/ref:nz:heritage,properties/wikidata,properties/addr:city,properties/addr:country,properties/addr:housenumber,properties/addr:street,properties/addr:suburb,properties/name:mi,properties/diet:vegan,properties/internet_access,properties/opening_hours,properties/description,properties/ref:linz:address_id,properties/brand,properties/brand:wikidata,properties/name:zh,properties/shop,properties/source,properties/brand:wikipedia,properties/start_date,properties/outdoor_seating,properties/email,properties/addr:postcode,properties/level,properties/building:flats,properties/contact:facebook,properties/contact:instagram,properties/self_service,properties/website:menu,properties/man_made,properties/check_date,properties/wifi,properties/diet:halal,properties/branch,properties/bar,properties/reservation,properties/official_name,properties/takeaway,properties/check_date:internet_access,properties/old_name,properties/check_date:currency:XBT,properties/currency:XBT,properties/facebook,properties/payment:onchain,properties/note,properties/internet_access:fee,properties/smoking,properties/operator,properties/name:en,properties/addr:housename,properties/diet:kosher,properties/payment:credit_cards,properties/payment:debit_cards,properties/fixme,properties/check_date:opening_hours,properties/air_conditioning,properties/toilets,properties/stars,properties/alt_name,properties/name:mk,properties/opening_hours:signed,properties/name:ja,properties/mobile,properties/contact:website,properties/diet:gluten_free,properties/diet:vegetarian,properties/attraction,properties/craft,properties/addr:district,properties/contact:tripadvisor,properties/contact:yelp,properties/contact:email,properties/opening_hours:kitchen,properties/payment:cards,properties/payment:cash,properties/delivery,properties/source:location,properties/survey:date,properties/capacity,properties/brewery,properties/changing_table,properties/indoor_seating,properties/brand:en,properties/brand:zh,properties/addr:neighbourhood,properties/surveillance,properties/opening_hours:covid19,properties/diet:lactose_free,properties/internet_access:ssid,properties/opening_hours:rubbish,properties/payment:coins,properties/payment:mastercard,properties/payment:notes,properties/payment:visa,properties/payment:eftpos,properties/disused,properties/contact:phone,properties/contact:webchat,properties/highchair,properties/toilets:access,properties/addr:hamlet,properties/check_date:currency,properties/payment:lightning,properties/payment:lightning_contactless,properties/dog,properties/not:brand:wikidata,properties/name:de,properties/cafe,properties/contact:twitter,properties/name:ko,properties/toilets:wheelchair,properties/payment:nfc_mobile_payments,properties/addr:floor,properties/diet:mediterranean,properties/diet:seafood,properties/microbrewery,properties/payment:apple_pay,properties/payment:google_pay,properties/addr:unit,properties/is_in,properties/ref,properties/source:opening_hours,properties/name:zh-hant,properties/name:nl,properties/name:ru,properties/name:ar,properties/min_age,properties/rooms,properties/operator:type,properties/operator:wikidata,properties/int_name,properties/contact:pinterest,properties/check_date:diet:gluten_free,properties/check_date:diet:vegan,properties/check_date:diet:vegetarian,properties/changing_table:location,properties/nohousenumber,properties/diet:meat,properties/diet:non-vegetarian,properties/diet:pescetarian,properties/kids_area,properties/payment:qr_code,properties/access,properties/ruins,properties/brand:ja,properties/railway,properties/theme,properties/contact:zomato,properties/contact:foursquare,properties/payment:contactless,properties/payment:cryptocurrencies,properties/payment:electronic_purses,properties/payment:maestro,properties/payment:visa_debit,properties/payment:visa_electron,properties/barrier,properties/leisure,properties/sport,properties/disused:amenity,properties/disused:shop,properties/drive_through,properties/payment:account_cards,properties/payment:app,properties/contact:tiktok,properties/contact:youtube,properties/opening_hours:url,properties/happy_hours,properties/short_name
Feature,node/6400027385,,Hulucat,,Point,174.7646165,-36.850362,node/6400027385,,cafe,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6418799089,,Forest Eatery + Cafe,,Point,174.7728521,-36.8997109,node/6418799089,,cafe,coffee_shop,,https://www.facebook.com/foresteaterycafe,,,,,"Epsom, Auckland",,3,Pah Road,,,,wlan,"Mo-Fr 06:30-15:00, Sa-Su 07:30-15:00",,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6444214486,,Stolen Summer,,Point,174.7667674,-36.8473436,node/6444214486,,cafe,,,,no,,,,Auckland,,18,High Street,Auckland Central,,,wlan,,,1672730,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6449228842,,Brick Bay,,Point,174.7232419,-36.4065895,node/6449228842,,restaurant,,,https://www.brickbay.co.nz/,,,,,Snells Beach,NZ,17,Arabella Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6451541497,,SheepWorld,attraction,Point,174.6298689,-36.3712175,node/6451541497,,,,,https://www.sheepworldfarm.co.nz/,,,,,,,,,,,,,Mo-Su 09:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6453519789,,Star Cafe Seafood Restaurant 別不同,,Point,174.7387425,-36.7653923,node/6453519789,,restaurant,chinese;seafood,+64 9 443 6898,,,,,,Auckland,,13A,Link Drive,Wairau Valley,,,,"Mo-Su 11:00-15:00, 17:30-22:00",,,,,,,,,,,,0627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6467350648,,Pizza Hut,,Point,174.7215659,-36.7817965,node/6467350648,,restaurant,pizza,+64 9 443 0411,https://www.pizzahut.co.nz/huts/5858,,,,,,,,,,,,,"Su-Th 11:00-22:00; Fr,Sa 10:30-23:00",,,Pizza Hut,Q191615,,,,,,,,,,,,,,,,,,,Glenfield Mall,,,Pizza Hut Glenfield Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6467371816,,Paasha Glenfield,,Point,174.7213895,-36.7807809,node/6467371816,,restaurant,turkish,+64 9 444 4262,https://paashaglenfield.co.nz/,,,,,Auckland,,444,Glenfield Road,Glenfield,,,,Mo-Su 11:00-22:00,,1054605,,,,,,,,,,0629,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6474203750,,The Coffee Reserve,,Point,174.7282192,-36.7425801,node/6474203750,,cafe,,,,,,,,,,56,Apollo Drive,,,,,Mo-Fr 06:45-15:30; Sa 07:30-15:30; Su off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6484515152,,Big Fish Eatery,,Point,174.8447395,-36.8871817,node/6484515152,,restaurant,asian_fusion,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6505021085,,Cafe Avion,,Point,174.779066,-36.9814486,node/6505021085,,cafe,,,https://www.facebook.com/cafe.avion/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6517565418,,Pizza Hut,,Point,174.6361365,-36.8064833,node/6517565418,,restaurant,pizza,,,,,,,,,,,,,,,,,,Pizza Hut,Q191615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6550726528,,Barilla Dumpling,,Point,174.7469124,-36.8882037,node/6550726528,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6550726529,,Bun Hut,,Point,174.74695,-36.8881034,node/6550726529,,restaurant,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6550726532,,Big Beat Coffee Kitchen,,Point,174.7465634,-36.8902194,node/6550726532,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6550726553,,Oro Cafe,,Point,174.6394712,-36.9085503,node/6550726553,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6586127885,,Sticky Fingers Cafe & Catering,,Point,174.7291637,-36.7419509,node/6586127885,,cafe,,+64 9 476 7722,https://stickyfingerscafe.co.nz/,,,,,,,,,,,,,"Mo-Fr 07:00-15:30; Sa,Su 08:30-15:00",,,,,,,,,,,info@stickyfingerscafe.co.nz,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Sticky-Fingers-Cafe-437579649630606/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6586127886,,Blu Poké Shed,,Point,174.7286344,-36.7426839,node/6586127886,,restaurant,poke,,,,,,,,,56,Apollo Drive,,,,,"PH,Mo-Su 10:00-15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6586127888,,Sushi Break,,Point,174.7285302,-36.742583,node/6586127888,,restaurant,sushi,,,,,,,,,56,Apollo Drive,,,,,"Mo-Fr 10:00-16:00; Sa,Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6586127889,,Duck Duck Goose,,Point,174.728435,-36.7425206,node/6586127889,,restaurant,,,,,,,,,,56,Apollo Drive,,,,,"Mo-Fr 07:00-14:30; Sa 08:00-15:00; Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6743188485,,Cassia,,Point,174.767123,-36.8455245,node/6743188485,,restaurant,indian,+6493799702,,yes,,,,,,5,Fort Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6745898586,,The Coffee Club,,Point,174.6597296,-36.4080808,node/6745898586,,cafe,coffee_shop,,https://www.thecoffeeclub.co.nz/,,,,,,,4/67,Auckland Road,,,,,,,,The Coffee Club,Q7726599,,,,,,,,0910,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6805134131,,Just Like Martha,,Point,174.758859,-36.9049261,node/6805134131,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6824079956,,Man O' War The Tasting Room,,Point,175.1545311,-36.7860621,node/6824079956,,restaurant,pizza;wine;tapas,,https://www.manowar.co.nz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Man O' War,,,,,,,,,,,,,,,,,,,,winery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6833677328,,Allpress Olive Groves Tasting Room,attraction,Point,175.0614985,-36.8095932,node/6833677328,,,,,https://www.allpressolivegroves.co.nz/pages/visit,,,,,,,,,,,,,,Olive Oil Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6899442066,,Virsa,,Point,174.6599402,-36.408234,node/6899442066,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6923678899,,Cupboard Love,,Point,174.6532716,-36.8431007,node/6923678899,,cafe,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6926198492,,Copia,,Point,174.8086683,-36.8625143,node/6926198492,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6950879686,,Mr Zhou’s Dumplings,,Point,174.7580663,-36.8952781,node/6950879686,,restaurant,,,,,,,,,,839,Mount Eden Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6950904685,,Culprit,,Point,174.7650663,-36.8473012,node/6950904685,,restaurant,,,,,,,,,,12 Level 1,Wyndham Street,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6950932685,,Gemmayze Street,,Point,174.7601507,-36.85728,node/6950932685,,restaurant,lebanese,+646001545,https://www.gemmayzestreet.co.nz/,,,,,,,,,,,,,Tu-Sa 18:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6952885285,,Good life,,Point,174.7681206,-36.8463764,node/6952885285,,restaurant,,,,yes,,,,,,,,,,,,Mo-Fr 08:00-15:30; PH off,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6985430269,,Gengis Khan,,Point,174.7749226,-36.8918725,node/6985430269,,restaurant,barbecue;asian,+64 9 889 6757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6986316317,,Plaza Coffee Lounge,,Point,174.7559792,-36.9087534,node/6986316317,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/6994272213,,Elmo's,,Point,174.7462175,-36.8547471,node/6994272213,,restaurant,italian,+64 9 360 9138,https://www.elmos.co.nz/,,,,,,,,,,,,,"Mo off; Tu,We 16:30-01:00; Th,Fr 12:00-01:00; Sa,Su 11:30-01:00",,,,,,,,,,,hello@elmos.co.nz,,,,https://facebook.com/elmosnz/,https://instagram.com/elmosnz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pinterest.nz/elmosnz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7012969476,,Honey House And Cafe,,Point,175.0747176,-36.7937546,node/7012969476,,cafe,,,,,,,,Waiheke Island,,22,Totara Road,,,,,,,,,,,,,,,,,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7041223085,,Ginger Crunch Cafe,,Point,174.4505636,-36.6719499,node/7041223085,,cafe,,+6494209133,,,,,,Helensville,,2,Railway Street,,,,,,,,,,,,,,,yes,,0800,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/GingerCrunchStationCafe/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7048273188,,Jin Zhou BBQ,,Point,174.6782541,-36.9081736,node/7048273188,,restaurant,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7076675218,,Pacific Bar & restaurant,,Point,174.8168565,-36.9756156,node/7076675218,,restaurant,,+64 9 275 0190,https://www.pacificbar.co.nz/,,,,,,,12,Tidal Road,,,,,Mo 11:00-00:00; Tu-Sa 11:00-01:00; Su 11:00-23:00,,,,,,,,,,,hello@pacificbar.co.nz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7092241152,,Le Pettie cafe,,Point,174.7670849,-36.8449264,node/7092241152,,cafe,sandwich,,,yes,,,,,,,,,,,,Mo-Fr 05:30-15:30; Sa 06:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7096802519,,Rawat's Indian Takeaway,,Point,174.7621043,-36.8474472,node/7096802519,,cafe,,,,,,,,,,,Hobson Street,,,,,Mo-Su 10:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7105072962,,Airport Garden Inn,hotel,Point,174.8167125,-36.9755052,node/7105072962,,,,,,,,,,,,12,Tidal Road,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7105093151,,The Orchard,,Point,174.7828636,-36.9814573,node/7105093151,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7130423107,,Gorilla Kitchen,,Point,174.7612036,-36.8623957,node/7130423107,,restaurant,,+64 9 392 9190,,,,,,Auckland,,159,Symonds Street,Eden Terrace,,yes,,Tu-Sa 11:00-21:00; Su 11:00-17:00,,1123854,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7130423111,,Kazuya,,Point,174.7609587,-36.863188,node/7130423111,,restaurant,japanese,,,,,,,Auckland,,193,Symonds Street,,,,,Tu-Sa 05:30-22:00,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7130423112,,Bian Sushi & Donburi Central City,,Point,174.7610291,-36.8629857,node/7130423112,,restaurant,japanese;sushi,+64 9 309 5609,http://www.biansushi.co.nz/,,,,,Auckland,,183,Symonds Street,,,,,"Mo-Th 10:00-16:00; Fr,Sa 10:00-21:00; Su off",,,Bian Sushi & Donburi,,,,,,,,biansushi@hotmail.com,1010,,,https://www.facebook.com/BianSushi,http://instagram.com/biansushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7132051300,,Mojo Café,,Point,174.7633095,-36.8507941,node/7132051300,,cafe,,,,,,,,Auckland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/7140418625,,The Stables,,Point,174.7343025,-36.3423392,node/7140418625,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
